Record_ID,Year,Paper,Row_Number,Source_Raw_Mark_or_Label,B1_Value,B2_Value,Other_Result,Source_File,Source_Region,Original_Row_Text,Visual_Confidence,Verification_Status,Notes
2013_P3B_11,2013,3B,12,11,11,6,,2013.JPG,Paper 3B Table,"11,6",High,Verified,Standard conversion
2013_P3B_12,2013,3B,13,12,12,6,,2013.JPG,Paper 3B Table,"12,6",High,Verified,Standard conversion
2013_P3B_13,2013,3B,14,13,13,6,,2013.JPG,Paper 3B Table,"13,6",High,Verified,Standard conversion
2013_P3B_14,2013,3B,15,14,14,7,,2013.JPG,Paper 3B Table,"14,7",High,Verified,Standard conversion
2013_P3B_15,2013,3B,16,15,15,7,,2013.JPG,Paper 3B Table,"15,7",High,Verified,Standard conversion
2013_P3B_16,2013,3B,17,16,16,7,,2013.JPG,Paper 3B Table,"16,7",High,Verified,Standard conversion
2013_P3B_17,2013,3B,18,17,17,7,,2013.JPG,Paper 3B Table,"17,7",High,Verified,Standard conversion
2013_P3B_18,2013,3B,19,18,18,8,,2013.JPG,Paper 3B Table,"18,8",High,Verified,Standard conversion
2013_P3B_19,2013,3B,20,19,19,8,,2013.JPG,Paper 3B Table,"19,8",High,Verified,Standard conversion
2013_P3B_20,2013,3B,21,20,20,9,,2013.JPG,Paper 3B Table,"20,9",High,Verified,Standard conversion
2013_P3B_21,2013,3B,22,21,21,9,,2013.JPG,Paper 3B Table,"21,9",High,Verified,Standard conversion
2013_P3B_22,2013,3B,23,22,22,9,,2013.JPG,Paper 3B Table,"22,9",High,Verified,Standard conversion
2013_P3B_23,2013,3B,24,23,23,10,,2013.JPG,Paper 3B Table,"23,10",High,Verified,Standard conversion
2013_P3B_24,2013,3B,25,24,24,10,,2013.JPG,Paper 3B Table,"24,10",High,Verified,Standard conversion
2013_P3B_25,2013,3B,26,25,25,11,,2013.JPG,Paper 3B Table,"25,11",High,Verified,Standard conversion
2013_P3B_26,2013,3B,27,26,26,11,,2013.JPG,Paper 3B Table,"26,11",High,Verified,Standard conversion
2013_P3B_27,2013,3B,28,27,27,12,,2013.JPG,Paper 3B Table,"27,12",High,Verified,Standard conversion
2013_P3B_28,2013,3B,29,28,28,12,,2013.JPG,Paper 3B Table,"28,12",High,Verified,Standard conversion
2013_P3B_29,2013,3B,30,29,29,13,,2013.JPG,Paper 3B Table,"29,13",High,Verified,Standard conversion
2013_P3B_30,2013,3B,31,30,30,14,,2013.JPG,Paper 3B Table,"30,14",High,Verified,Standard conversion
2013_P3B_31,2013,3B,32,31,31,15,,2013.JPG,Paper 3B Table,"31,15",High,Verified,Standard conversion
2013_P3B_32,2013,3B,33,32,32,16,,2013.JPG,Paper 3B Table,"32,16",High,Verified,Standard conversion
2013_P3B_33,2013,3B,34,33,33,17,,2013.JPG,Paper 3B Table,"33,17",High,Verified,Standard conversion
2013_P3B_34,2013,3B,35,34,34,18,,2013.JPG,Paper 3B Table,"34,18",High,Verified,Standard conversion
2013_P3B_35,2013,3B,36,35,35,19,,2013.JPG,Paper 3B Table,"35,19",High,Verified,Standard conversion
2013_P3B_36,2013,3B,37,36,36,20,,2013.JPG,Paper 3B Table,"36,20",High,Verified,Standard conversion
2013_P3B_37,2013,3B,38,37,37,21,,2013.JPG,Paper 3B Table,"37,21",High,Verified,Standard conversion
2013_P3B_38,2013,3B,39,38,38,22,,2013.JPG,Paper 3B Table,"38,22",High,Verified,Standard conversion
2013_P3B_39,2013,3B,40,39,39,23,,2013.JPG,Paper 3B Table,"39,23",High,Verified,Standard conversion
2013_P3B_40,2013,3B,41,40,40,25,,2013.JPG,Paper 3B Table,"40,25",High,Verified,Standard conversion
2013_P3B_41,2013,3B,42,41,41,26,,2013.JPG,Paper 3B Table,"41,26",High,Verified,Standard conversion
2013_P3B_42,2013,3B,43,42,42,27,,2013.JPG,Paper 3B Table,"42,27",High,Verified,Standard conversion
2013_P3B_43,2013,3B,44,43,43,28,,2013.JPG,Paper 3B Table,"43,28",High,Verified,Standard conversion
2013_P3B_44,2013,3B,45,44,44,30,,2013.JPG,Paper 3B Table,"44,30",High,Verified,Standard conversion
2013_P3B_45,2013,3B,46,45,45,31,,2013.JPG,Paper 3B Table,"45,31",High,Verified,Standard conversion
2013_P3B_46,2013,3B,47,46,46,32,,2013.JPG,Paper 3B Table,"46,32",High,Verified,Standard conversion
2013_P3B_47,2013,3B,48,47,47,34,,2013.JPG,Paper 3B Table,"47,34",High,Verified,Standard conversion
2013_P3B_48,2013,3B,49,48,48,35,,2013.JPG,Paper 3B Table,"48,35",High,Verified,Standard conversion
2013_P3B_49,2013,3B,50,49,49,37,,2013.JPG,Paper 3B Table,"49,37",High,Verified,Standard conversion
2013_P3B_50,2013,3B,51,50,50,39,,2013.JPG,Paper 3B Table,"50,39",High,Verified,Standard conversion
2013_P3B_51,2013,3B,52,51,51,41,,2013.JPG,Paper 3B Table,"51,41",High,Verified,Standard conversion
2013_P3B_52,2013,3B,53,52,52,43,,2013.JPG,Paper 3B Table,"52,43",High,Verified,Standard conversion
2013_P3B_53,2013,3B,54,53,53,47,,2013.JPG,Paper 3B Table,"53,47",High,Verified,Standard conversion
2013_P3B_54,2013,3B,55,54,54,54,,2013.JPG,Paper 3B Table,"54,54",High,Verified,Standard conversion
2014_1B_01,2014,1B,1,0,0,0,,2014.JPG,Paper 1B,0 | 0,High,Verified,
2014_1B_02,2014,1B,2,1,1,0,,2014.JPG,Paper 1B,1 | 0,High,Verified,
2014_1B_03,2014,1B,3,2,2,0,,2014.JPG,Paper 1B,2 | 0,High,Verified,
2014_1B_04,2014,1B,4,3,3,1,,2014.JPG,Paper 1B,3 | 1,High,Verified,
2014_1B_05,2014,1B,5,4,4,1,,2014.JPG,Paper 1B,4 | 1,High,Verified,
2014_1B_06,2014,1B,6,5,5,1,,2014.JPG,Paper 1B,5 | 1,High,Verified,
2014_1B_07,2014,1B,7,6,6,1,,2014.JPG,Paper 1B,6 | 1,High,Verified,
2014_1B_08,2014,1B,8,7,7,2,,2014.JPG,Paper 1B,7 | 2,High,Verified,
2014_1B_09,2014,1B,9,8,8,2,,2014.JPG,Paper 1B,8 | 2,High,Verified,
2014_1B_10,2014,1B,10,9,9,2,,2014.JPG,Paper 1B,9 | 2,High,Verified,
2014_1B_11,2014,1B,11,10,10,2,,2014.JPG,Paper 1B,10 | 2,High,Verified,
2014_1B_12,2014,1B,12,11,11,3,,2014.JPG,Paper 1B,11 | 3,High,Verified,
2014_1B_13,2014,1B,13,12,12,3,,2014.JPG,Paper 1B,12 | 3,High,Verified,
2014_1B_14,2014,1B,14,13,13,3,,2014.JPG,Paper 1B,13 | 3,High,Verified,
2014_1B_15,2014,1B,15,14,14,3,,2014.JPG,Paper 1B,14 | 3,High,Verified,
2014_1B_16,2014,1B,16,15,15,4,,2014.JPG,Paper 1B,15 | 4,High,Verified,
2014_1B_17,2014,1B,17,16,16,4,,2014.JPG,Paper 1B,16 | 4,High,Verified,
2014_1B_18,2014,1B,18,17,17,4,,2014.JPG,Paper 1B,17 | 4,High,Verified,
2014_1B_19,2014,1B,19,18,18,4,,2014.JPG,Paper 1B,18 | 4,High,Verified,
2014_1B_20,2014,1B,20,19,19,5,,2014.JPG,Paper 1B,19 | 5,High,Verified,
2014_1B_21,2014,1B,21,20,20,5,,2014.JPG,Paper 1B,20 | 5,High,Verified,
2014_1B_22,2014,1B,22,21,21,5,,2014.JPG,Paper 1B,21 | 5,High,Verified,
2014_1B_23,2014,1B,23,22,22,6,,2014.JPG,Paper 1B,22 | 6,High,Verified,
2014_1B_24,2014,1B,24,23,23,6,,2014.JPG,Paper 1B,23 | 6,High,Verified,
2014_1B_25,2014,1B,25,24,24,7,,2014.JPG,Paper 1B,24 | 7,High,Verified,
2014_1B_26,2014,1B,26,25,25,8,,2014.JPG,Paper 1B,25 | 8,High,Verified,
2014_1B_27,2014,1B,27,26,26,9,,2014.JPG,Paper 1B,26 | 9,High,Verified,
2014_1B_28,2014,1B,28,27,27,10,,2014.JPG,Paper 1B,27 | 10,High,Verified,
2014_1B_29,2014,1B,29,28,28,11,,2014.JPG,Paper 1B,28 | 11,High,Verified,
2014_1B_30,2014,1B,30,29,29,12,,2014.JPG,Paper 1B,29 | 12,High,Verified,
2014_1B_31,2014,1B,31,30,30,13,,2014.JPG,Paper 1B,30 | 13,High,Verified,
2014_1B_32,2014,1B,32,31,31,14,,2014.JPG,Paper 1B,31 | 14,High,Verified,
2014_1B_33,2014,1B,33,32,32,16,,2014.JPG,Paper 1B,32 | 16,High,Verified,
2014_1B_34,2014,1B,34,33,33,17,,2014.JPG,Paper 1B,33 | 17,High,Verified,
2014_1B_35,2014,1B,35,34,34,19,,2014.JPG,Paper 1B,34 | 19,High,Verified,
2014_1B_36,2014,1B,36,35,35,22,,2014.JPG,Paper 1B,35 | 22,High,Verified,
2014_1B_37,2014,1B,37,36,36,24,,2014.JPG,Paper 1B,36 | 24,High,Verified,
2014_1B_38,2014,1B,38,37,37,26,,2014.JPG,Paper 1B,37 | 26,High,Verified,
2014_1B_39,2014,1B,39,38,38,29,,2014.JPG,Paper 1B,38 | 29,High,Verified,
2014_1B_40,2014,1B,40,39,39,32,,2014.JPG,Paper 1B,39 | 32,High,Verified,
2014_1B_41,2014,1B,41,40,40,35,,2014.JPG,Paper 1B,40 | 35,High,Verified,
2014_1B_42,2014,1B,42,41,41,38,,2014.JPG,Paper 1B,41 | 38,High,Verified,
2014_3B_P1_01,2014,3B,1,0,0,0,,2014.JPG,Paper 3B - Part 1,0 | 0,High,Verified,Paper 3B main table
2014_3B_P1_02,2014,3B,2,1,1,1,,2014.JPG,Paper 3B - Part 1,1 | 1,High,Verified,Paper 3B main table
2014_3B_P1_03,2014,3B,3,2,2,2,,2014.JPG,Paper 3B - Part 1,2 | 2,High,Verified,Paper 3B main table
2014_3B_P1_04,2014,3B,4,3,3,3,,2014.JPG,Paper 3B - Part 1,3 | 3,High,Verified,Paper 3B main table
2014_3B_P1_05,2014,3B,5,4,4,4,,2014.JPG,Paper 3B - Part 1,4 | 4,High,Verified,Paper 3B main table
